JudgmentID,CaseNumber,ProcedureType,CourtType,LawyerName,CaseName,CaseURL
675330c68d6447434fa3d29c,43598-07-21,משפחה,בתי המשפט לענייני משפחה,ענבל בית,"ביהמ""ש לענייני משפחה בקריות, סגנית הנשיאה השופטת שירי היימן: פס""ד הצהרתי וסילוק יד של בעלת זכות קניינית מכוח הלכת השיתוף הספציפי  (תלה""מ 43598-07-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision43598-07-21/he/43598-07-21.docx
675330c68d6447434fa3d2a2,10351-10-22,משפחה,בתי המשפט לענייני משפחה,חני אביטן,"בית המשפט לענייני משפחה בקרית גת, השופט בן שלו: פס""ד בשתי תביעות בין בני זוג שעניינן מזונות קטינים ופירוק שיתוף, איזון זכויות פיננסיות ונכסים נוספים (תלה""מ 10351-10-22 ואח')",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision10351-10-22/he/10351-10-22.docx
675330c68d6447434fa3d2a0,58994-05-24,פלילי,בתי המשפט לענייני משפחה,רון נחשון,"ביהמ""ש לענייני משפחה בחיפה, השופטת אלה אטל: פס""ד בעניין בקשת צו הגנה ביחס לקטין (ה""ט 58994-05-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision58994-05-24/he/58994-05-24.docx
675330c68d6447434fa3d2a0,58994-05-24,פלילי,בתי המשפט לענייני משפחה,ליברמן גילי,"ביהמ""ש לענייני משפחה בחיפה, השופטת אלה אטל: פס""ד בעניין בקשת צו הגנה ביחס לקטין (ה""ט 58994-05-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision58994-05-24/he/58994-05-24.docx
675330c68d6447434fa3d2a3,15015-12-23,משפחה,בתי המשפט לענייני משפחה,עינב רוזנבליט,"ביהמ""ש לענייני משפחה בנוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין קביעת אחריות הורית משותפת בשל טובת הקטין באמצעות כפיית תיאום הורי ופיקוח עו""ס נוער (תלה""מ 15015-12-23 ועוד)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision15015-12-23/he/15015-12-23.docx
675330c68d6447434fa3d2a3,15015-12-23,משפחה,בתי המשפט לענייני משפחה,אופיר ברק,"ביהמ""ש לענייני משפחה בנוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין קביעת אחריות הורית משותפת בשל טובת הקטין באמצעות כפיית תיאום הורי ופיקוח עו""ס נוער (תלה""מ 15015-12-23 ועוד)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision15015-12-23/he/15015-12-23.docx
675330c68d6447434fa3d2a8,45865-05-24,משפחה,בתי המשפט המחוזיים,מירב כהן,"ביהמ""ש המחוזי בחיפה, אב""ד השופט חננאל שרעבי, השופטת אספרנצה אלון, השופט אריה נאמן: פס""ד בתיק עמ""ש 45865-05-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45865-05-24/he/45865-05-24.docx
675330c68d6447434fa3d2a8,45865-05-24,משפחה,בתי המשפט המחוזיים,מקסים ליפקין,"ביהמ""ש המחוזי בחיפה, אב""ד השופט חננאל שרעבי, השופטת אספרנצה אלון, השופט אריה נאמן: פס""ד בתיק עמ""ש 45865-05-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45865-05-24/he/45865-05-24.docx
675330c68d6447434fa3d294,17399-04-21,משפחה,בתי המשפט לענייני משפחה,עינב רוזנבלט,"ביהמ""ש לענייני משפחה בנוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין קביעת מזונות קטינים תוך הבטחת סיפוק צרכיהם בשני בתי ההורים (תלה""מ 17399-04-21, 23775-04-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision17399-04-21/he/17399-04-21.docx
675330c68d6447434fa3d294,17399-04-21,משפחה,בתי המשפט לענייני משפחה,הדס קרמניצר,"ביהמ""ש לענייני משפחה בנוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין קביעת מזונות קטינים תוך הבטחת סיפוק צרכיהם בשני בתי ההורים (תלה""מ 17399-04-21, 23775-04-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision17399-04-21/he/17399-04-21.docx
675330c68d6447434fa3d296,57821-02-21,משפחה,בתי המשפט לענייני משפחה,נטלי ביטון,"בית המשפט לענייני משפחה בבאר שבע, השופטת אפרת שהם-דליות: פס""ד בתובענה רכושית לאיזון משאבים ופירוק שיתוף (תלה""מ 57821-02-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57821-02-21/he/57821-02-21.docx
675330c68d6447434fa3d296,57821-02-21,משפחה,בתי המשפט לענייני משפחה,כרמל מזוז,"בית המשפט לענייני משפחה בבאר שבע, השופטת אפרת שהם-דליות: פס""ד בתובענה רכושית לאיזון משאבים ופירוק שיתוף (תלה""מ 57821-02-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57821-02-21/he/57821-02-21.docx
675330c68d6447434fa3d2a5,18783-07-21,משפחה,בתי המשפט לענייני משפחה,אמיר איבשקובסקי,"ביהמ""ש לענייני משפחה בתל אביב, השופט ליאור ברינגר: פס""ד בתיק תמ""ש 18783-07-21",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision18783-07-21/he/18783-07-21.docx
675330c68d6447434fa3d2a9,31395-06-24,משפחה,בתי המשפט המחוזיים,גדלי סולן,"ביהמ""ש המחוזי בחיפה, אב""ד השופט חננאל שרעבי, השופטת אספרנצה אלון, השופט אריה נאמן: פס""ד בתיק עמ""ש 31395-06-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision31395-06-24/he/31395-06-24.docx
675330c68d6447434fa3d2a9,31395-06-24,משפחה,בתי המשפט המחוזיים,כרמל מזוז,"ביהמ""ש המחוזי בחיפה, אב""ד השופט חננאל שרעבי, השופטת אספרנצה אלון, השופט אריה נאמן: פס""ד בתיק עמ""ש 31395-06-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision31395-06-24/he/31395-06-24.docx
675330c68d6447434fa3d2b3,36069-12-23,משפחה,בתי המשפט לענייני משפחה,דורית ענבר,"ביהמ""ש לענייני משפחה בחיפה, השופט אפרים צ'יזיק: פס""ד בעניין תביעה לביטול חיוב בדמי מזונות קטין (תלה""מ 36069-12-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision36069-12-23/he/36069-12-23.docx
675330c68d6447434fa3d2b3,36069-12-23,משפחה,בתי המשפט לענייני משפחה,יאנה קלוגרמן,"ביהמ""ש לענייני משפחה בחיפה, השופט אפרים צ'יזיק: פס""ד בעניין תביעה לביטול חיוב בדמי מזונות קטין (תלה""מ 36069-12-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision36069-12-23/he/36069-12-23.docx
675330c68d6447434fa3d2b4,64639-09-24,עניינים מנהליים,בתי המשפט המחוזיים,רועי שרמן,"ביהמ""ש המחוזי בירושלים בשבתו כבית משפט לעניינים מנהליים, השופטת תמר בר אשר: פס""ד בתיק עת""מ 64639-09-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision64639-09-24/he/64639-09-24.docx
675330c68d6447434fa3d2b4,64639-09-24,עניינים מנהליים,בתי המשפט המחוזיים,בינה צמח,"ביהמ""ש המחוזי בירושלים בשבתו כבית משפט לעניינים מנהליים, השופטת תמר בר אשר: פס""ד בתיק עת""מ 64639-09-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision64639-09-24/he/64639-09-24.docx
675330c68d6447434fa3d2b9,26656-06-22,משפחה,בתי המשפט לענייני משפחה,לורי גייזלר,"ביהמ""ש לענייני משפחה בפ""ת, השופטת שירלי שי: פס""ד הדוחה תביעה לביטול הסכם וקביעת מזונות קטינים (תה""ס 26656-06-22, 25985-06-22)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision26656-06-22/he/26656-06-22.docx
675330c68d6447434fa3d2ba,42974-05-22,משפחה,בתי המשפט לענייני משפחה,רועי סידי,"ביהמ""ש לענייני משפחה בת""א, סגן הנשיאה יהורם שקד: פס""ד בתביעה להפחתת מזונות שהוגשה בחוסר תום לב מוחלט (תלה""מ 42974-05-22)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision42974-05-22/he/42974-05-22.docx
675330c68d6447434fa3d2ba,42974-05-22,משפחה,בתי המשפט לענייני משפחה,מיכאל אביב,"ביהמ""ש לענייני משפחה בת""א, סגן הנשיאה יהורם שקד: פס""ד בתביעה להפחתת מזונות שהוגשה בחוסר תום לב מוחלט (תלה""מ 42974-05-22)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision42974-05-22/he/42974-05-22.docx
675330c68d6447434fa3d2bc,6027-07-21,עניינים מנהליים,בתי המשפט המחוזיים,הגר אסף,"ביהמ""ש המחוזי מרכז לוד, השופט אבי גורמן: פס""ד בערעור כנגד החלטת מנהל מס ערך מוסף להשית כפל מס בגין חשבוניות מס שלא כדין (ע""מ 6027-07-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision6027-07-21/he/6027-07-21.pdf
675330c68d6447434fa3d2c5,23452-06-19,אזרחי,בתי משפט השלום,טל רבינוביץ,"ביהמ""ש השלום ברחובות, השופט ישראל פת: פס""ד בתביעה בניין התקנת חימום תת רצפתי שלא בהתאם להוראות היצרן וגרימת נזקים (ת""א 23452-06-19)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision23452-06-19/he/23452-06-19.docx
675330c68d6447434fa3d2c5,23452-06-19,אזרחי,בתי משפט השלום,סבטה קיפניס,"ביהמ""ש השלום ברחובות, השופט ישראל פת: פס""ד בתביעה בניין התקנת חימום תת רצפתי שלא בהתאם להוראות היצרן וגרימת נזקים (ת""א 23452-06-19)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision23452-06-19/he/23452-06-19.docx
675330c68d6447434fa3d2c6,16913-05-18,משפחה,בתי המשפט לענייני משפחה,יאן קרומין,"בית המשפט לענייני משפחה באשדוד, סגנית הנשיא השופטת רותם קודלר עיאש: פס""ד בעניין סעד הצהרתי ביחס לזכויות בדירה (תמ""ש 16913-05-18)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision16913-05-18/he/16913-05-18.docx
675330c68d6447434fa3d2c6,16913-05-18,משפחה,בתי המשפט לענייני משפחה,חיים גמליאל,"בית המשפט לענייני משפחה באשדוד, סגנית הנשיא השופטת רותם קודלר עיאש: פס""ד בעניין סעד הצהרתי ביחס לזכויות בדירה (תמ""ש 16913-05-18)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision16913-05-18/he/16913-05-18.docx
675330c68d6447434fa3d2c0,72688-03-23,משפחה,בתי המשפט לענייני משפחה,ליאור פרי,"ביהמ""ש לענייני משפחה בראשל""צ, סגנית הנשיא חגית מטלין: פס""ד בתביעה להתרת נישואין של בני זוג תושבי המדינה (תה""ן 72688-03-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision72688-03-23/he/72688-03-23.docx
675330c68d6447434fa3d2c1,20902-12-21,אזרחי,בתי משפט השלום,גיל בן,"ביהמ""ש השלום ראשל""צ, סגן הנשיא דב גוטליב: פס""ד בתביעה לפיצויים על פי חוק פיצויים לנפגעי תאונות דרכים בגין נזקי גוף (ת""א 20902-12-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision20902-12-21/he/20902-12-21.docx
675330c68d6447434fa3d2c1,20902-12-21,אזרחי,בתי משפט השלום,רוני זמיר,"ביהמ""ש השלום ראשל""צ, סגן הנשיא דב גוטליב: פס""ד בתביעה לפיצויים על פי חוק פיצויים לנפגעי תאונות דרכים בגין נזקי גוף (ת""א 20902-12-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision20902-12-21/he/20902-12-21.docx
675330c68d6447434fa3d2c7,31916-04-24,משפחה,בתי המשפט לענייני משפחה,שרין סולן,"ביהמ""ש לענייני משפחה נוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין דחיית בקשת אם להרחבת זמני שהות, כשהאב מתנגד ובשל חשש לפגיעה בקטינים ובקשר ביניהם (תלה""מ 31916-04-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision31916-04-24/he/31916-04-24.docx
675330c68d6447434fa3d2cb,59273-01-22,שאר הנושאים,בתי המשפט המחוזיים,רוני צוונבר,"בימ""ש מחוזי ת""א, יו""ר השופט הרי קירש: פס""ד הבוחן האם הקלה במס רכישה ל""עולה"" חל גם על ""תושב חוזר ותיק"" (ו""ע 59273-01-22)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision59273-01-22/he/59273-01-22.docx
675330c68d6447434fa3d2cb,59273-01-22,שאר הנושאים,בתי המשפט המחוזיים,עדי חן,"בימ""ש מחוזי ת""א, יו""ר השופט הרי קירש: פס""ד הבוחן האם הקלה במס רכישה ל""עולה"" חל גם על ""תושב חוזר ותיק"" (ו""ע 59273-01-22)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision59273-01-22/he/59273-01-22.docx
675330c68d6447434fa3d2cc,63080-01-24,משפחה,בתי המשפט המחוזיים,יהודה אדרי,"ביהמ""ש המחוזי בתל אביב, סגן הנשיא השופט שאול שוחט, השופטת עינת רביד, השופט נפתלי שילה: פס""ד בעניין ערעור מנוחה שלא ידעה לקרוא בעברית (עמ""ש 63080-01-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision63080-01-24/he/63080-01-24.docx
675330c68d6447434fa3d2ce,63762-10-24,"בג""ץ",בית המשפט העליון,יצחק בם,"בית המשפט העליון, ראש ההרכב השופטת יעל וילנר, השופט עופר גרוסקופף, השופטת רות רונן: פס""ד בעתירה בעניין מניעת שופטי בית המשפט העליון מהשתתפות בישיבות הוועדה לבחירת שופטים על איוש תפקיד נשיא בהמ""ש העליון (בג""ץ 63762-10-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision63762-10-24/he/%D7%91%D7%92%D7%A5%2063762-10-24.docx
675330c68d6447434fa3d2ad,42584-03-22,עניינים מנהליים,בתי המשפט המחוזיים,בינה צמח,"ביהמ""ש המחוזי בירושלים, השופט אביגדור דורות: פס""ד בתיק עת""מ 42584-03-22",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision42584-03-22/he/42584-03-22.docx
675330c68d6447434fa3d2b1,31550-09-24,פלילי,בתי המשפט המחוזיים,סהר הדר,"ביהמ""ש המחוזי בירושלים, השופט אביגדור דורות: פס""ד בתיק עש""א 31550-09-24",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision31550-09-24/he/31550-09-24.docx
675330c68d6447434fa3d2b8,54220-09-20,משפחה,בתי המשפט לענייני משפחה,תמיר אקסלרוד,"ביהמ""ש לענייני משפחה בפ""ת, השופטת שירלי שי: פס""ד הדוחה בקשות לקיום צוואה בטענות השפעה בלתי הוגנת ומעורבות פסולה ודחיית תביעה לפסק דין הצהרתי (ת""ע 54220-09-20 ועוד)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision54220-09-20/he/54220-09-20.docx
675330c68d6447434fa3d2b8,54220-09-20,משפחה,בתי המשפט לענייני משפחה,גבי מיכאלי,"ביהמ""ש לענייני משפחה בפ""ת, השופטת שירלי שי: פס""ד הדוחה בקשות לקיום צוואה בטענות השפעה בלתי הוגנת ומעורבות פסולה ודחיית תביעה לפסק דין הצהרתי (ת""ע 54220-09-20 ועוד)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision54220-09-20/he/54220-09-20.docx
675330c68d6447434fa3d2ab,45648-06-20,משפחה,בתי המשפט לענייני משפחה,משה מגן,"ביהמ""ש לענייני משפחה בראשל""צ, השופטת מירית פולוס: פס""ד בתביעה הצהרתית לעניין בעלות מקרקעין ולחילופין תביעה כספית להשבת כספי השקעה בדירה (תמ""ש 45648-06-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45648-06-20/he/45648-06-20.docx
675330c68d6447434fa3d2ab,45648-06-20,משפחה,בתי המשפט לענייני משפחה,אבי וינריב,"ביהמ""ש לענייני משפחה בראשל""צ, השופטת מירית פולוס: פס""ד בתביעה הצהרתית לעניין בעלות מקרקעין ולחילופין תביעה כספית להשבת כספי השקעה בדירה (תמ""ש 45648-06-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45648-06-20/he/45648-06-20.docx
675330c68d6447434fa3d2b2,35820-11-24,משפחה,בתי המשפט המחוזיים,לורי גייזלר,"ביהמ""ש המחוזי בתל אביב, השופט נפתלי שילה: פס""ד המרת ערבויות לביטול צו עיכוב יציאה מהארץ (רמ""ש 35820-11-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision35820-11-24/he/35820-11-24.docx
675330c68d6447434fa3d2b7,16494-12-20,אזרחי,בתי המשפט המחוזיים,תום שנפ,"ביהמ""ש המחוזי בתל אביב, השופטת נועה גרוסמן: פס""ד המאשר הסכם פשרה בתובענה ייצוגית נ' הפועל תל אביב ( ת""צ 16494-12-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision16494-12-20/he/16494-12-20.pdf
675330c68d6447434fa3d2b7,16494-12-20,אזרחי,בתי המשפט המחוזיים,אלי שמעון,"ביהמ""ש המחוזי בתל אביב, השופטת נועה גרוסמן: פס""ד המאשר הסכם פשרה בתובענה ייצוגית נ' הפועל תל אביב ( ת""צ 16494-12-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision16494-12-20/he/16494-12-20.pdf
675330c68d6447434fa3d2bd,18720-08-21,עניינים מנהליים,בתי המשפט המחוזיים,עמית בן,"ביהמ""ש המחוזי מרכז לוד, השופט אבי גורמן: פס""ד בערעור כנגד החלטות מנהל מס ערך מוסף להשית כפל מס ולפסול ספרים (ע""מ 18720-08-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision18720-08-21/he/18720-08-21.pdf
675330c68d6447434fa3d2bf,21979-02-21,עניינים מנהליים,בתי המשפט המחוזיים,ערן ערבה,"ביהמ""ש המחוזי מרכז לוד, השופט אבי גורמן: פס""ד בערעורים נגד החלטות מנהל מס ערך מוסף לשלול ניכוי מס תשומות ולפסול ספרים (ע""מ 21979-02-21, 22634-05-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision21979-02-21/he/21979-02-21.pdf
675330c68d6447434fa3d2bf,21979-02-21,עניינים מנהליים,בתי המשפט המחוזיים,גל מססה,"ביהמ""ש המחוזי מרכז לוד, השופט אבי גורמן: פס""ד בערעורים נגד החלטות מנהל מס ערך מוסף לשלול ניכוי מס תשומות ולפסול ספרים (ע""מ 21979-02-21, 22634-05-20)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision21979-02-21/he/21979-02-21.pdf
675330c68d6447434fa3d2c4,45051-04-23,משפחה,בתי המשפט לענייני משפחה,מרב פורת,"ביהמ""ש לענייני משפחה בת""א, השופט ארז שני: פס""ד בעניין תביעת אב למשמורת קטינה בגרמניה כאשר מקום מגוריה בישראל (תלה""מ 45051-04-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45051-04-23/he/45051-04-23.docx
675330c68d6447434fa3d2c4,45051-04-23,משפחה,בתי המשפט לענייני משפחה,יונתן אליאס,"ביהמ""ש לענייני משפחה בת""א, השופט ארז שני: פס""ד בעניין תביעת אב למשמורת קטינה בגרמניה כאשר מקום מגוריה בישראל (תלה""מ 45051-04-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision45051-04-23/he/45051-04-23.docx
675330c68d6447434fa3d2c8,23371-06-21,משפחה,בתי המשפט לענייני משפחה,הייתם שדאפנה,"ביהמ""ש לענייני משפחה נוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין עיכוב פירוק שיתוף בדירה בשל חובות ועיקולים והעדר אפשרות לחלוקה בעין (תמ""ש 23371-06-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision23371-06-21/he/23371-06-21.docx
675330c68d6447434fa3d2c8,23371-06-21,משפחה,בתי המשפט לענייני משפחה,אמיל זועבי,"ביהמ""ש לענייני משפחה נוף הגליל נצרת, השופטת רונית גורביץ: פס""ד בעניין עיכוב פירוק שיתוף בדירה בשל חובות ועיקולים והעדר אפשרות לחלוקה בעין (תמ""ש 23371-06-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision23371-06-21/he/23371-06-21.docx
675330c68d6447434fa3d2c3,30708-08-21,עניינים כלכליים,בתי המשפט המחוזיים,הגר אסף,"ביהמ""ש המחוזי מרכז לוד, השופט אבי גורמן: פס""ד בערעור כנגד החלטת מנהל מס ערך מוסף להשית כפל מס בגין חשבוניות מס שלא כדין (ע""מ 30708-08-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision30708-08-21/he/30708-08-21.pdf
675330c68d6447434fa3d2c9,32538-04-24,אזרחי,בתי המשפט המחוזיים,יאיר בן,"ביהמ""ש המחוזי בתל אביב, השופט יונה אטדגי: פס""ד בשאלה האם ניתן לחייב לקוח של עורך-דין בתשלום שכר טרחה לפי שכר ראוי, כאשר לא נערך הסכם שכר טרחה בכתב (ע""א 32538-04-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision32538-04-24/he/32538-04-24.docx
675330c68d6447434fa3d2c9,32538-04-24,אזרחי,בתי המשפט המחוזיים,שמואל אור,"ביהמ""ש המחוזי בתל אביב, השופט יונה אטדגי: פס""ד בשאלה האם ניתן לחייב לקוח של עורך-דין בתשלום שכר טרחה לפי שכר ראוי, כאשר לא נערך הסכם שכר טרחה בכתב (ע""א 32538-04-24)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision32538-04-24/he/32538-04-24.docx
675330c68d6447434fa3d2d4,57808-11-23,משפחה,בתי המשפט לענייני משפחה,לירן זילברמן,"ביהמ""ש לענייני משפחה בת""א, סגן הנשיאה יהורם שקד: פס""ד בתביעה כספית להשבה בין בנות זוג לשעבר (תמ""ש 57808-11-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57808-11-23/he/57808-11-23.docx
675330c68d6447434fa3d2d4,57808-11-23,משפחה,בתי המשפט לענייני משפחה,יפתח תייר,"ביהמ""ש לענייני משפחה בת""א, סגן הנשיאה יהורם שקד: פס""ד בתביעה כספית להשבה בין בנות זוג לשעבר (תמ""ש 57808-11-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57808-11-23/he/57808-11-23.docx
675330c68d6447434fa3d2d4,57808-11-23,משפחה,בתי המשפט לענייני משפחה,ף ששילמה,"ביהמ""ש לענייני משפחה בת""א, סגן הנשיאה יהורם שקד: פס""ד בתביעה כספית להשבה בין בנות זוג לשעבר (תמ""ש 57808-11-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57808-11-23/he/57808-11-23.docx
675330c68d6447434fa3d2d8,57434-11-23,משפחה,בתי המשפט לענייני משפחה,שרית רחימי,"ביהמ""ש לענייני משפחה בירושלים,  השופטת אורית אביגיל יהלומי: פס""ד בתביעה לביטול מזונות (תמ""ש 57434-11-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57434-11-23/he/57434-11-23.docx
675330c68d6447434fa3d2d8,57434-11-23,משפחה,בתי המשפט לענייני משפחה,שי שמחיוב,"ביהמ""ש לענייני משפחה בירושלים,  השופטת אורית אביגיל יהלומי: פס""ד בתביעה לביטול מזונות (תמ""ש 57434-11-23)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision57434-11-23/he/57434-11-23.docx
675330c68d6447434fa3d2dc,64256-08-21,משפחה,בתי המשפט לענייני משפחה,רונן דוידי,"ביהמ""ש לענייני משפה בראשל""צ, השופטת מירית פולוס: פס""ד בתובענה לקיום צואת מנוח והתנגדות לה מהטעם של השפעה בלתי הוגנת (ת""ע 64211-08-21, 64256-08-21)",https://www.gov.il/BlobFolder/dynamiccollectorresultitem/decision64256-08-21/he/64256-08-21.docx
